trait,gene,gene_name,zscore,effect_size,pvalue,FDR_all,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model,filename,tissue,Phenotype Description
NEUTRE,ENSG00000153094,BCL2L11,-0.11002857879229425,-0.0208210695422198,0.9123867099129735,0.9884731276673722,0.00122121531124083,0.01807370151364322,0.00943095043120536,0.01718232027145836,5,11,11,Heart_Atrial_Appendage_NEUTRE,Heart Atrial Appendage,Neutrophil count
RetiCt,ENSG00000064012,CASP8,0.1097785660114067,0.00653194741498925,0.9125849901338818,0.9884731276673722,0.03613986129564493,0.05935277541766195,1.1143104690359627e-5,3.702223484530944e-5,13,16,16,Colon_Sigmoid_RetiCt,Colon Sigmoid,Reticulocyte count
RetiCt,ENSG00000153094,BCL2L11,0.110699472369736,0.0128692764643761,0.9118546643974204,0.9884731276673722,0.00780952937668876,0.05428519927661374,4.7903086109794e-4,0.00178776146741904,2,6,6,Prostate_RetiCt,Prostate,Reticulocyte count
WBCfixed,ENSG00000165806,CASP7,-0.10962675055840536,-8.3004009289287e-4,0.9127053946411549,0.9884731276673722,0.2214690799246747,0.2501407777628226,7.931802489332713e-12,1.6970463101533167e-10,13,13,13,Brain_Hippocampus_WBC_fixed,Brain Hippocampus,White blood cell (leukocyte) count
MONORE,ENSG00000132906,CASP9,0.10890819883811492,0.0019629056904491,0.913275303597418,0.9886928343243541,0.05468752328712883,0.140268978308442,1.2276676080343443e-5,1.2175309030138e-4,3,4,4,Brain_Amygdala_MONORE,Brain Amygdala,Monocyte count
NEUTRE,ENSG00000124256,ZBP1,-0.10900547453540914,-5.9418373104298e-4,0.9131981481613032,0.9886928343243541,0.03236856355443027,0.04510034604206598,0.01146506877719506,0.04425812393857072,5,13,13,Vagina_NEUTRE,Vagina,Neutrophil count
RDW,ENSG00000132906,CASP9,-0.10891724515061536,-0.00189578276155768,0.9132681283670152,0.9886928343243541,0.03656671056982232,0.26911093390147034,6.894780106866315e-13,1.557258940476756e-11,5,10,10,Ovary_RDW,Ovary,Red blood cell (erythrocyte) distribution width
EOSIRE,ENSG00000196954,CASP4,-0.10845462980431166,5.6417651869824e-4,0.91363506832972,0.9887188949911506,0.02471407839386692,0.01699503102741053,0.04979941922667209,0.08922163384338933,10,15,15,Spleen_EOSIRE,Spleen,Eosinophil percentage
IRF,ENSG00000104518,GSDMD,0.10786622620767736,0.00970369909517452,0.9141018083473784,0.9887188949911506,0.02502819084037394,0.08421435370288681,1.4916605984814465e-10,6.772989986958534e-10,12,22,22,Adipose_Visceral_Omentum_IRF,Adipose Visceral Omentum,Immature reticulocyte fraction
LYMPRE,ENSG00000003400,CASP10,0.1071823306262872,0.00374653585971218,0.9146443327900692,0.9887188949911506,0.01325065487677438,0.04454370719889015,0.00160296393476589,0.0052060589980038,2,4,4,Prostate_LYMPRE,Prostate,Lymphocyte count
LYMPRE,ENSG00000137752,CASP1,-0.10764537751674652,-0.00579080456709661,0.9142770000467813,0.9887188949911506,0.00535002787465475,0.0500548150866081,1.4755247408671716e-5,4.6437385915598065e-5,1,1,1,Colon_Transverse_LYMPRE,Colon Transverse,Lymphocyte count
LYMPRE,ENSG00000120868,APAF1,-0.10732210685027724,-0.00372708410203865,0.9145334470978284,0.9887188949911506,0.00777564176003507,0.11002137714932464,9.29045713940409e-7,3.756809589929325e-6,3,5,5,Brain_Cerebellum_LYMPRE,Brain Cerebellum,Lymphocyte count
LYMPRE,ENSG00000132906,CASP9,0.10838210341028032,0.0220352567478949,0.91369259691314,0.9887188949911506,2.6842465926463e-4,0.2016690508120206,4.757760339222519e-21,6.498709741912351e-20,4,16,16,Breast_Mammary_Tissue_LYMPRE,Breast Mammary Tissue,Lymphocyte count
MCH,ENSG00000151414,NEK7,-0.10843105231838812,-0.00688216771085827,0.913653770152479,0.9887188949911506,0.00276868846735338,0.0278730826606302,0.02722570491656382,0.05589482999487624,5,8,8,Brain_Cerebellar_Hemisphere_MCH,Brain Cerebellar Hemisphere,Mean corpuscular haemoglobin
MCV,ENSG00000150782,IL18,0.10693775344266526,0.0049493595221718,0.9148383619888903,0.9887188949911506,0.0112455294807764,0.07866327358588347,3.1510526215943443e-14,1.446998642796772e-13,6,24,24,Muscle_Skeletal_MCV,Muscle Skeletal,Mean corpuscular volume
MONORE,ENSG00000064012,CASP8,-0.10783349287339214,-0.00159301135293022,0.9141277743166618,0.9887188949911506,0.08527264797488199,0.4366618639297179,3.5241241771324246e-74,1.5543282311571805e-72,9,12,12,Adipose_Subcutaneous_MONORE,Adipose Subcutaneous,Monocyte count
MONORE,ENSG00000132906,CASP9,0.10766692334259652,0.00191935206800471,0.9142599082978964,0.9887188949911506,0.05595582087448791,0.13650145481691373,4.448405546089838e-9,3.3221310018754834e-8,3,6,6,Pituitary_MONORE,Pituitary,Monocyte count
MONORE,ENSG00000132906,CASP9,0.10737890298827216,0.0023704999629191,0.9144883907035144,0.9887188949911506,0.03658687989208997,0.36825103576108703,3.1646954898142807e-24,8.540978827770204e-23,2,3,3,Spleen_MONORE,Spleen,Monocyte count
MONORE,ENSG00000105928,GSDME,0.10687414019358836,0.00147066058817219,0.9148888288030002,0.9887188949911506,0.06410703599656623,0.14983142082646536,4.5329948708502855e-18,2.785207304015562e-17,36,54,54,Esophagus_Muscularis_MONORE,Esophagus Muscularis,Monocyte count
RDW,ENSG00000137275,RIPK1,0.10829922839942388,-0.00133267754488166,0.9137583346654222,0.9887188949911506,4.7500119688402e-4,0.23721653287318029,2.394941702733531e-20,3.3949291015406395e-19,9,22,22,Colon_Sigmoid_RDW,Colon Sigmoid,Red blood cell (erythrocyte) distribution width
RetiCt,ENSG00000171791,BCL2,-0.10743979147739838,-0.0740798220867981,0.9144400881509488,0.9887188949911506,5.3239039613881e-4,0.04706093355470905,1.1939265533664478e-7,3.014372069110596e-7,6,18,18,Artery_Tibial_RetiCt,Artery Tibial,Reticulocyte count
RetiCt,ENSG00000105928,GSDME,0.1070048330769544,0.00597856927340279,0.9147851455312068,0.9887188949911506,0.04074189132168078,0.09376609653705942,3.0012331362364197e-12,1.2604675715177027e-11,5,9,9,Esophagus_Mucosa_RetiCt,Esophagus Mucosa,Reticulocyte count
RetiCt,ENSG00000176720,BOK,-0.10803294110380904,-0.00474021608224888,0.9139695618964118,0.9887188949911506,0.07057683752012613,0.11190969791297396,7.372525543652781e-10,3.355639203631652e-9,7,9,9,Testis_RetiCt,Testis,Reticulocyte count
RetiCt,ENSG00000168404,MLKL,0.10746004812413662,0.00245215462413696,0.9144240187182318,0.9887188949911506,0.17041016523708233,0.21275013624327385,8.658875152568833e-19,9.621605350453135e-18,11,17,17,Esophagus_Gastroesophageal_Junction_RetiCt,Esophagus Gastroesophageal Junction,Reticulocyte count
WBCfixed,ENSG00000176720,BOK,0.1078784659403092,0.0010573339515554,0.9140920991088402,0.9887188949911506,0.03933109864017471,0.18005180573777524,9.237261628180216e-15,8.368077633691083e-14,9,21,21,Pancreas_WBC_fixed,Pancreas,White blood cell (leukocyte) count
WBCfixed,ENSG00000120868,APAF1,-0.1072238679107303,-0.04016027205965217,0.9146113807280496,0.9887188949911506,4.3489012678364e-4,0.0148175566209793,0.00119234773630638,0.00218570844054051,5,9,9,Muscle_Skeletal_WBC_fixed,Muscle Skeletal,White blood cell (leukocyte) count
WBCfixed,ENSG00000030110,BAK1,-0.1070741892076642,-2.4474437069465e-4,0.9147301234564468,0.9887188949911506,0.2437578879306935,0.3537360546960242,1.5604506195095438e-22,6.143676844487034e-21,19,21,21,Prostate_WBC_fixed,Prostate,White blood cell (leukocyte) count
EOSIRE,ENSG00000141682,PMAIP1,-0.10600392544448284,-0.00383558833514529,0.9155792376828288,0.9887551058008194,0.01956453915093863,0.02240829289668422,6.525914942102642e-5,1.3940954895848e-4,2,2,2,Muscle_Skeletal_EOSIRE,Muscle Skeletal,Eosinophil percentage
EOSIRE,ENSG00000100290,BIK,-0.10664922370970407,-0.00353363463133093,0.9150672663685968,0.9887551058008194,0.01869919068356302,0.05689914127566665,0.00173312807058041,0.00579315953557677,3,4,4,Brain_Putamen_basal_ganglia_EOSIRE,Brain Putamen basal ganglia,Eosinophil percentage
IRF,ENSG00000129465,RIPK3,-0.10601610866696316,-0.00515303532587185,0.9155695713463418,0.9887551058008194,0.06991240039511595,0.16130619878297076,1.0704622852395489e-15,9.838704519342071e-15,9,16,16,Colon_Transverse_IRF,Colon Transverse,Immature reticulocyte fraction
LYMPRE,ENSG00000064012,CASP8,0.10608817036848026,9.09096856342756e-5,0.9155123968553897,0.9887551058008194,0.19848214746297857,0.465427944074308,1.66542764944524e-65,1.1917382451796828e-63,14,19,19,Adipose_Visceral_Omentum_LYMPRE,Adipose Visceral Omentum,Lymphocyte count
MCHC,ENSG00000150782,IL18,0.10581522610087209,0.00759295987697463,0.9157289559337533,0.9887551058008194,0.00206823799716617,0.06431725756778844,9.833098139494578e-9,3.105931598106559e-8,4,17,17,Esophagus_Mucosa_MCHC,Esophagus Mucosa,Mean corpuscular haemoglobin concentration
MCV,ENSG00000137752,CASP1,-0.10659031569957732,-0.00470083226229536,0.9151140017652714,0.9887551058008194,0.00535002787465475,0.0500548150866081,1.4755247408671716e-5,4.6437385915598065e-5,1,1,1,Colon_Transverse_MCV,Colon Transverse,Mean corpuscular volume
NEUTRE,ENSG00000120868,APAF1,0.1057300134481584,0.00380013840901953,0.9157965665254274,0.9887551058008194,0.00431957282383763,0.10096458663808729,1.6712921907688108e-10,9.361183205866628e-10,11,17,17,Heart_Left_Ventricle_NEUTRE,Heart Left Ventricle,Neutrophil count
RDW,ENSG00000125538,IL1B,-0.1058948370278437,-0.00710469949910965,0.9156657904909712,0.9887551058008194,0.00307536817877796,0.06081104563577132,1.3353625234336613e-8,4.1602061042788075e-8,4,8,8,Skin_Not_Sun_Exposed_Suprapubic_RDW,Skin Not Sun Exposed Suprapubic,Red blood cell (erythrocyte) distribution width
RDW,ENSG00000064012,CASP8,-0.10587434743046611,-9.4645486677601e-4,0.915682047435714,0.9887551058008194,0.06185154295378754,0.08703281408331182,4.7383065065126834e-8,1.981349211347206e-7,8,12,12,Esophagus_Gastroesophageal_Junction_RDW,Esophagus Gastroesophageal Junction,Red blood cell (erythrocyte) distribution width
RetiCt,ENSG00000168404,MLKL,-0.1062998923864764,-0.04056974266861282,0.9153444169707844,0.9887551058008194,9.6644072094175e-4,0.03192854552948399,0.03035618485853964,0.08689568114879159,2,2,2,Brain_Anterior_cingulate_cortex_BA24_RetiCt,Brain Anterior cingulate cortex BA24,Reticulocyte count
WBCfixed,ENSG00000137757,CASP5,0.10607968317491397,0.00731562738857211,0.9155191306588604,0.9887551058008194,0.00235053276532858,0.01425762047277571,0.03165969038393881,0.0598902898701824,3,7,7,Stomach_WBC_fixed,Stomach,White blood cell (leukocyte) count
MONORE,ENSG00000132906,CASP9,0.10547276803268386,0.00191416054942257,0.9160006774044964,0.9888896587633929,0.05407824537630991,0.08807078422800704,8.504324157224091e-5,4.8257588176819e-4,2,3,3,Brain_Hypothalamus_MONORE,Brain Hypothalamus,Monocyte count
LYMPRE,ENSG00000137275,RIPK1,0.10493353256027944,0.01313317040741123,0.9164285507065384,0.9889679307206035,0.00143129646195628,0.14603209054429395,1.8042024488574625e-7,1.324520756261861e-6,2,4,4,Brain_Frontal_Cortex_BA9_LYMPRE,Brain Frontal Cortex BA9,Lymphocyte count
MONORE,ENSG00000132906,CASP9,0.10488048622099606,0.00196248072786879,0.9164706432985964,0.9889679307206035,0.05084224183493482,0.09386881922144684,7.442478182308934e-10,3.044332323470202e-9,3,7,7,Artery_Aorta_MONORE,Artery Aorta,Monocyte count
MONORE,ENSG00000002330,BAD,-0.10496981262499432,-0.00786507182342466,0.9163997623899875,0.9889679307206035,0.00479984289474808,0.0183554516512469,0.01791810884073639,0.03491145904171924,4,5,5,Pancreas_MONORE,Pancreas,Monocyte count
NEUTRE,ENSG00000030110,BAK1,-0.1051590038618554,-9.0098817941135e-4,0.9162496404766334,0.9889679307206035,0.14364996015333184,0.2589975180570937,2.3593268910122516e-22,3.8465086389926525e-21,14,18,18,Colon_Sigmoid_NEUTRE,Colon Sigmoid,Neutrophil count
NEUTRE,ENSG00000030110,BAK1,0.10525871816145407,9.5998019642015e-4,0.9161705190840804,0.9889679307206035,0.2469579469895115,0.31639024846041836,2.035596239468925e-34,5.893812730903159e-33,22,26,26,Breast_Mammary_Tissue_NEUTRE,Breast Mammary Tissue,Neutrophil count
BASORE,ENSG00000003400,CASP10,0.10456555676347085,0.00814439929183856,0.916720546552114,0.9890308870315202,0.01997159321983929,0.03241135615695102,0.01712380715867805,0.03693077113315895,8,8,8,Brain_Cerebellar_Hemisphere_BASORE,Brain Cerebellar Hemisphere,Basophil percentage
MCH,ENSG00000030110,BAK1,0.10450641511271871,7.701010732748e-4,0.9167674776342328,0.9890308870315202,0.2187156612513715,0.3466579083693123,3.935609871535961e-23,1.2550641049658938e-21,25,32,32,Adrenal_Gland_MCH,Adrenal Gland,Mean corpuscular haemoglobin
MONORE,ENSG00000132906,CASP9,0.10459390527267008,0.00195116156012843,0.9166980510669324,0.9890308870315202,0.05115685116717227,0.34279576190163286,2.1557373402505774e-17,9.155919205400228e-16,2,3,3,Small_Intestine_Terminal_Ileum_MONORE,Small Intestine Terminal Ileum,Monocyte count
MCV,ENSG00000030110,BAK1,-0.1040993734736445,-7.9865827153845e-4,0.9170904880537162,0.9892077997118331,0.2437578879306935,0.3537360546960242,1.5604506195095438e-22,6.143676844487034e-21,19,21,21,Prostate_MCV,Prostate,Mean corpuscular volume
MPV,ENSG00000151414,NEK7,0.10411223183720368,0.00586642380725555,0.9170802840098567,0.9892077997118331,0.01180940246511594,0.02356764887074774,0.02916113890854431,0.06503409176760139,9,13,13,Brain_Nucleus_accumbens_basal_ganglia_MPV,Brain Nucleus accumbens basal ganglia,Mean platelet (thrombocyte) volume
IRF,ENSG00000103490,PYCARD,0.10343146226430834,0.0947241541083574,0.917620542771618,0.9893527059779104,1.6764992401925e-4,0.02961562927343929,1.4428716230725e-4,2.7646578895317e-4,2,5,5,Cells_Cultured_fibroblasts_IRF,Cells Cultured fibroblasts,Immature reticulocyte fraction
IRF,ENSG00000168404,MLKL,-0.10365924121445493,-0.00726801028140268,0.9174397731400152,0.9893527059779104,0.03685635030043463,0.02842682454845728,0.0294002739404798,0.07535443511256905,3,3,3,Ovary_IRF,Ovary,Immature reticulocyte fraction
LYMPRE,ENSG00000120868,APAF1,0.10235486840346072,0.01254445447645336,0.9184750052590704,0.9893527059779104,9.5466932386171e-4,0.04296920376936351,5.614526599236445e-5,1.5227418230874e-4,5,8,8,Heart_Atrial_Appendage_LYMPRE,Heart Atrial Appendage,Lymphocyte count
LYMPRE,ENSG00000064012,CASP8,0.10261580777737096,0.00166480683791556,0.9182678962810172,0.9893527059779104,0.04657376225955063,0.25405632033015163,1.3389155446889305e-12,2.951244509836903e-11,6,8,8,Small_Intestine_Terminal_Ileum_LYMPRE,Small Intestine Terminal Ileum,Lymphocyte count
MCH,ENSG00000164305,CASP3,-0.10257680230113211,-0.00129747578295064,0.9182988547841472,0.9893527059779104,0.07707296384858986,0.2852552998900094,5.676783070674152e-37,6.759935184544904e-36,6,13,13,Cells_Cultured_fibroblasts_MCH,Cells Cultured fibroblasts,Mean corpuscular haemoglobin
MCHC,ENSG00000196954,CASP4,0.10234026165028112,0.00496452543898202,0.9184865988808888,0.9893527059779104,0.00586242479145808,0.04727991667553369,0.0038462281124071,0.0095791109552582,2,5,5,Brain_Cerebellar_Hemisphere_MCHC,Brain Cerebellar Hemisphere,Mean corpuscular haemoglobin concentration
MCV,ENSG00000129465,RIPK3,0.10225179353356446,4.3614775067319e-4,0.918556817860015,0.9893527059779104,0.20957369308507717,0.14207128746299677,0.00101266491962446,0.01087727401811061,13,25,25,Kidney_Cortex_MCV,Kidney Cortex,Mean corpuscular volume
MONORE,ENSG00000120868,APAF1,-0.10299569835455567,-0.00206443077961828,0.917966385013666,0.9893527059779104,0.01263674795587464,0.12413732650418684,9.404213893003422e-13,4.893172035208613e-12,12,16,16,Artery_Aorta_MONORE,Artery Aorta,Monocyte count
MONORE,ENSG00000137757,CASP5,-0.10372215966047892,-0.00487415694887319,0.9173898406373492,0.9893527059779104,0.00974726188777664,0.02204765140456087,1.1448066607124e-4,2.4397029233948e-4,3,7,7,Whole_Blood_MONORE,Whole Blood,Monocyte count
MPV,ENSG00000135116,HRK,-0.10311927107722456,-0.01185034424457854,0.9178683104488888,0.9893527059779104,0.00348569602302365,0.01661012535640559,0.00400244994656102,0.00667152712880083,5,13,13,Esophagus_Mucosa_MPV,Esophagus Mucosa,Mean platelet (thrombocyte) volume
MPV,ENSG00000064012,CASP8,-0.10348247508798616,-7.1215543177086e-4,0.9175800576709842,0.9893527059779104,0.06185154295378754,0.08703281408331182,4.7383065065126834e-8,1.981349211347206e-7,8,12,12,Esophagus_Gastroesophageal_Junction_MPV,Esophagus Gastroesophageal Junction,Mean platelet (thrombocyte) volume
NEUTRE,ENSG00000003402,CFLAR,0.10255682887653772,0.00508521071210854,0.9183147076657944,0.9893527059779104,0.01641070252659335,0.02979528865679474,3.2139770043832564e-5,6.369496372086936e-5,3,4,4,Thyroid_NEUTRE,Thyroid,Neutrophil count
NEUTRE,ENSG00000129465,RIPK3,-0.10341594108161724,-0.00210370053448226,0.9176328608273598,0.9893527059779104,0.04848799467726437,0.0701635909311688,2.7178518527830545e-6,1.0303016966331966e-5,8,11,11,Pancreas_NEUTRE,Pancreas,Neutrophil count
RetiCt,ENSG00000138794,CASP6,-0.10305957380865856,-0.00816436508187997,0.9179156895487084,0.9893527059779104,0.01898552802088687,0.03147158948441356,6.2910702990807e-4,0.00151684213909931,2,2,2,Colon_Transverse_RetiCt,Colon Transverse,Reticulocyte count
RetiCt,ENSG00000120868,APAF1,0.1022267057005924,0.01052050387328493,0.918576730709014,0.9893527059779104,0.00777564176003507,0.11002137714932464,9.29045713940409e-7,3.756809589929325e-6,3,5,5,Brain_Cerebellum_RetiCt,Brain Cerebellum,Reticulocyte count
RetiCt,ENSG00000120868,APAF1,0.10226501634468846,0.01285068541581645,0.9185463226001876,0.9893527059779104,0.00521327378046016,0.04470088130197453,0.00234136667809801,0.00649197491203958,2,4,4,Brain_Cortex_RetiCt,Brain Cortex,Reticulocyte count
WBCfixed,ENSG00000030110,BAK1,0.10275591161428668,0.00133089695150249,0.9181566974028208,0.9893527059779104,0.1995429167115143,0.17027120627980669,5.34753035289933e-10,3.218176881815075e-9,26,31,31,Brain_Cerebellum_WBC_fixed,Brain Cerebellum,White blood cell (leukocyte) count
RDW,ENSG00000105928,GSDME,-0.10183246040837413,-0.00188906567597418,0.9188896598904984,0.9895342243229216,0.05624832965135026,0.0985392147648101,1.0588691788775238e-8,5.2008491901507674e-8,8,11,11,Colon_Sigmoid_RDW,Colon Sigmoid,Red blood cell (erythrocyte) distribution width
WBCfixed,ENSG00000120868,APAF1,0.1018139660270888,0.0164831697953252,0.918904339972889,0.9895342243229216,3.6898580198201e-4,0.19425548047587152,2.9934602509919884e-20,3.879648453188825e-19,3,5,5,Breast_Mammary_Tissue_WBC_fixed,Breast Mammary Tissue,White blood cell (leukocyte) count
BASORE,ENSG00000176720,BOK,-0.0887095602394465,-0.00243718159210158,0.929312734521048,0.9897040133016507,0.03569302300921224,0.04242269553421961,0.00181095834062689,0.00453088433380297,8,15,15,Spleen_BASORE,Spleen,Basophil percentage
BASORE,ENSG00000176720,BOK,-0.0989799840882382,-0.00147143593268111,0.921154162436426,0.9897040133016507,0.07057683752012613,0.11190969791297396,7.372525543652781e-10,3.355639203631652e-9,7,9,9,Testis_BASORE,Testis,Basophil percentage
BASORE,ENSG00000143384,MCL1,0.07887369296048628,4.8107586318372e-4,0.9371330880135068,0.9897040133016507,0.04296747844565567,0.07096567132189678,1.2371725290881295e-6,4.056675088491779e-6,15,34,34,Testis_BASORE,Testis,Basophil percentage
BASORE,ENSG00000132906,CASP9,-0.08078166205131472,-0.00148736877307279,0.9356155919639174,0.9897040133016507,0.04953614541788369,0.15548312671633918,3.7694294984315857e-6,4.397315399179865e-5,6,7,7,Uterus_BASORE,Uterus,Basophil percentage
BASORE,ENSG00000150782,IL18,-0.08159297300695705,-0.00142611097284755,0.9349703893916828,0.9897040133016507,0.05728357677358014,0.31179885554773945,6.101756945433425e-45,8.787851979909258e-44,3,7,7,Nerve_Tibial_BASORE,Nerve Tibial,Basophil percentage
BASORE,ENSG00000165806,CASP7,0.08428881462016505,6.6092590615212e-4,0.932826805394528,0.9897040133016507,0.25733815216958444,0.3737724910941516,3.997548929069074e-16,1.9877004611787127e-14,17,17,17,Minor_Salivary_Gland_BASORE,Minor Salivary Gland,Basophil percentage
BASORE,ENSG00000138794,CASP6,-0.08002936348832744,-0.00921350363747226,0.9362139021774004,0.9897040133016507,0.00138557853703658,0.01157557380793135,0.01641825083244796,0.02491032087895615,2,3,3,Esophagus_Mucosa_BASORE,Esophagus Mucosa,Basophil percentage
BASORE,ENSG00000138794,CASP6,0.0965864115014818,0.00210093636103518,0.9230548480874656,0.9897040133016507,0.02954326421576946,0.07191838222549447,2.117280799305411e-9,6.258890255545706e-9,21,44,44,Cells_Cultured_fibroblasts_BASORE,Cells Cultured fibroblasts,Basophil percentage
BASORE,ENSG00000165806,CASP7,0.08882538115379102,6.7411483034134e-4,0.92922068617208875,0.9897040133016507,0.28167425250277706,0.2425745796449056,3.054168423977131e-9,6.996332953604001e-8,15,16,16,Uterus_BASORE,Uterus,Basophil percentage
BASORE,ENSG00000064012,CASP8,-0.0813314143239042,-0.00290192799856709,0.9351783917188066,0.9897040133016507,0.03613986129564493,0.05935277541766195,1.1143104690359627e-5,3.702223484530944e-5,13,16,16,Colon_Sigmoid_BASORE,Colon Sigmoid,Basophil percentage
BASORE,ENSG00000164305,CASP3,-0.10070215450184045,-0.00780253800870517,0.9197869010254228,0.9897040133016507,0.00371217980544299,0.05884436507024521,1.8422241034269788e-5,6.169054278945801e-5,3,28,28,Pancreas_BASORE,Pancreas,Basophil percentage
BASORE,ENSG00000151414,NEK7,-0.08711497794475216,-0.01393421839894621,0.9305801199695138,0.9897040133016507,7.7813369439192e-4,0.0143133355291405,0.01870549644760468,0.03302426568694417,2,4,4,Heart_Left_Ventricle_BASORE,Heart Left Ventricle,Basophil percentage
BASORE,ENSG00000105928,GSDME,0.09956867912525395,0.00414892096655847,0.9206867606602652,0.9897040133016507,0.01106397706398877,0.12470541578225602,2.1867857531991588e-10,1.3497964974204527e-9,2,5,5,Pancreas_BASORE,Pancreas,Basophil percentage
BASORE,ENSG00000171552,BCL2L1,0.08173987893625392,-0.00563605292007217,0.9348535656416468,0.9897040133016507,0.00519896448076341,0.02219216756688762,6.7877044360633e-4,0.00128099933967022,2,6,6,Skin_Not_Sun_Exposed_Suprapubic_BASORE,Skin Not Sun Exposed Suprapubic,Basophil percentage
BASORE,ENSG00000153094,BCL2L11,-0.09250805482040518,-0.0099066883384748,0.9262943918436456,0.9897040133016507,0.0135456339203129,0.13012220978946315,1.3371466648404302e-7,9.200957612584216e-7,8,15,15,Brain_Nucleus_accumbens_basal_ganglia_BASORE,Brain Nucleus accumbens basal ganglia,Basophil percentage
BASORE,ENSG00000129465,RIPK3,-0.09423191848833572,-8.0007762089031e-4,0.9249249302878788,0.9897040133016507,0.20957369308507717,0.14207128746299677,0.00101266491962446,0.01087727401811061,13,25,25,Kidney_Cortex_BASORE,Kidney Cortex,Basophil percentage
BASORE,ENSG00000003400,CASP10,0.09269980221213148,0.00863642561918348,0.926142054147803,0.9897040133016507,0.03857045781408314,0.02574669807360359,0.01339084789994443,0.03119739167090517,13,18,18,Pituitary_BASORE,Pituitary,Basophil percentage
EOSIRE,ENSG00000104765,BNIP3L,-0.08753125598808902,-0.00716391201409762,0.9302492420820644,0.9897040133016507,0.00484491154766776,0.02364326088598484,3.7166746003407e-4,6.4413477349232e-4,6,6,6,Nerve_Tibial_EOSIRE,Nerve Tibial,Eosinophil percentage
EOSIRE,ENSG00000120868,APAF1,0.08232930739057744,0.0198240154416147,0.934384849594626,0.9897040133016507,9.5466932386171e-4,0.04296920376936351,5.614526599236445e-5,1.5227418230874e-4,5,8,8,Heart_Atrial_Appendage_EOSIRE,Heart Atrial Appendage,Eosinophil percentage
EOSIRE,ENSG00000104518,GSDMD,0.09661512250073472,0.00272031907350381,0.9230320466611478,0.9897040133016507,0.01816985953589341,0.05565021429749037,0.00783136585707245,0.02850748240859009,5,13,13,Brain_Spinal_cord_cervical_c-1_EOSIRE,Brain Spinal cord cervical c-1,Eosinophil percentage
EOSIRE,ENSG00000103490,PYCARD,0.09154408730338792,0.0012512428460534,0.92706027667528,0.9897040133016507,0.17417286882430982,0.11339257839066928,1.2135409486113572e-14,6.017829081390659e-14,8,30,30,Esophagus_Mucosa_EOSIRE,Esophagus Mucosa,Eosinophil percentage
EOSIRE,ENSG00000176171,BNIP3,-0.08307153527234677,-0.00189947281387118,0.933794659157849,0.9897040133016507,0.07245429378812401,0.17665393272700805,2.3629119801736366e-10,1.469626233357772e-9,4,5,5,Brain_Cerebellum_EOSIRE,Brain Cerebellum,Eosinophil percentage
EOSIRE,ENSG00000064012,CASP8,0.07948943735474777,0.0044382654865835,0.9366433327987478,0.9897040133016507,0.03449498831349085,0.07794822232458212,2.2695638946227e-4,9.3266541354385e-4,13,21,21,Brain_Putamen_basal_ganglia_EOSIRE,Brain Putamen basal ganglia,Eosinophil percentage
EOSIRE,ENSG00000176171,BNIP3,0.094361453451084,0.02305991658208166,0.9248220348258084,0.9897040133016507,7.9060098919203e-4,0.03857771011080237,4.2650709561056e-4,0.00110063925628646,5,13,13,Colon_Sigmoid_EOSIRE,Colon Sigmoid,Eosinophil percentage
EOSIRE,ENSG00000120868,APAF1,0.09491744640100434,0.00942041991547705,0.924380398859973,0.9897040133016507,0.00370400022156018,0.13566564788675764,4.1582736520324625e-20,2.5850874304193325e-19,10,15,15,Adipose_Subcutaneous_EOSIRE,Adipose Subcutaneous,Eosinophil percentage
EOSIRE,ENSG00000196954,CASP4,-0.09229519648474473,-0.00135817706725189,0.9264635047317568,0.9897040133016507,0.01327795833313635,0.02206556881594093,0.00686703073707784,0.01338536054809518,3,4,4,Esophagus_Gastroesophageal_Junction_EOSIRE,Esophagus Gastroesophageal Junction,Eosinophil percentage
IRF,ENSG00000104518,GSDMD,-0.08113420491088486,-0.02772486147413754,0.9353352237606388,0.9897040133016507,0.00112608828976449,0.2528220476598538,4.767405800673498e-15,9.954693213149433e-14,2,9,9,Artery_Coronary_IRF,Artery Coronary,Immature reticulocyte fraction
IRF,ENSG00000104765,BNIP3L,-0.09662916686105771,-0.00798380253584817,0.9230208930686556,0.9897040133016507,0.01232557834881846,0.03280708527535886,0.01915457190317284,0.05265856455056826,4,8,8,Ovary_IRF,Ovary,Immature reticulocyte fraction
IRF,ENSG00000104518,GSDMD,-0.08993912855282007,-0.01025312498427871,0.9283355870458396,0.9897040133016507,0.01041954659770697,0.31591796934615374,2.299429689882454e-13,7.794770902117612e-12,6,9,9,Minor_Salivary_Gland_IRF,Minor Salivary Gland,Immature reticulocyte fraction
IRF,ENSG00000176720,BOK,0.07975727508555981,0.00813571192902586,0.9364303055640332,0.9897040133016507,0.03569302300921224,0.04242269553421961,0.00181095834062689,0.00453088433380297,8,15,15,Spleen_IRF,Spleen,Immature reticulocyte fraction
IRF,ENSG00000064012,CASP8,-0.08937309042460381,-0.00779692840247159,0.9287854086034156,0.9897040133016507,0.02843374880488176,0.2698384333293405,8.07021873353911e-27,1.6342581674276689e-25,12,16,16,Colon_Transverse_IRF,Colon Transverse,Immature reticulocyte fraction
